버스정류장ARS번호,분기,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표
23465,4분기,1385,15615,9320,12288,15287,5979,127.0933524,37.48452051
23466,1분기,765,6810,5258,7054,10771,6028,127.0635817,37.48349877
23466,2분기,714,6657,4025,6044,9376,5379,127.0635817,37.48349877
23466,3분기,745,6643,4282,6668,9589,5094,127.0635817,37.48349877
23466,4분기,628,5901,4171,6200,9694,4592,127.0635817,37.48349877
23468,1분기,277,7810,2785,2702,5333,1784,127.0554936,37.47439317
23468,2분기,299,7000,2610,2694,5059,1776,127.0554936,37.47439317
23468,3분기,240,7357,2591,2850,4916,1730,127.0554936,37.47439317
23468,4분기,256,7588,2752,3094,4670,1616,127.0554936,37.47439317
23469,1분기,218,5020,3609,5036,6486,2456,127.0471955,37.49335993
23469,2분기,277,5119,3513,4969,5583,2633,127.0471955,37.49335993
23469,3분기,276,5598,3496,4917,5591,2540,127.0471955,37.49335993
23469,4분기,226,5493,3709,5262,5122,2450,127.0471955,37.49335993
23470,1분기,213,3669,1373,1739,2778,1166,127.055526,37.47421498
23470,2분기,138,3326,1245,1611,2747,1057,127.055526,37.47421498
23470,3분기,143,3228,1255,1661,2857,1092,127.055526,37.47421498
23470,4분기,175,3291,1363,1801,2776,1029,127.055526,37.47421498
23471,1분기,825,14854,12260,17195,31875,14829,127.0953982,37.47238613
23471,2분기,793,13898,11106,15292,27838,12655,127.0953982,37.47238613
23471,3분기,813,15350,12146,16542,29608,13452,127.0953982,37.47238613
23471,4분기,666,14753,12359,17367,29903,12227,127.0953982,37.47238613
23472,1분기,1472,6971,3772,3480,3967,1699,127.046842,37.49363877
23472,2분기,1635,7068,3795,3415,3887,1748,127.046842,37.49363877
23472,3분기,1886,7250,3856,3604,4011,1800,127.046842,37.49363877
23472,4분기,1937,7033,4032,3631,3668,1883,127.046842,37.49363877
23473,1분기,4312,34508,16022,22046,46428,14950,127.0659851,37.50955991
23473,2분기,5509,32327,15186,20894,44531,13600,127.0659851,37.50955991
23473,3분기,4954,33899,15894,20910,43635,13437,127.0659851,37.50955991
23473,4분기,3879,32375,15406,19895,38739,12344,127.0659851,37.50955991
23474,1분기,90,1317,836,1063,862,238,127.0619213,37.4872485
23474,2분기,97,1133,868,1075,996,193,127.0619213,37.4872485
23474,3분기,129,1208,949,1227,1146,240,127.0619213,37.4872485
23474,4분기,82,1190,806,1213,844,182,127.0619213,37.4872485
23475,1분기,0,189,322,511,975,630,127.0689231,37.48654517
23475,2분기,0,224,290,379,908,525,127.0689231,37.48654517
23475,3분기,0,272,360,430,969,544,127.0689231,37.48654517
23475,4분기,0,243,319,418,973,485,127.0689231,37.48654517
23476,1분기,0,261,239,259,537,341,127.0722395,37.48691074
23476,2분기,0,245,170,223,384,293,127.0722395,37.48691074
23476,3분기,0,302,168,261,457,311,127.0722395,37.48691074
23476,4분기,0,273,163,264,382,267,127.0722395,37.48691074
23477,1분기,0,142,270,439,689,459,127.0733931,37.48790816
23477,2분기,0,170,234,387,554,414,127.0733931,37.48790816
23477,3분기,0,124,190,356,575,413,127.0733931,37.48790816
23477,4분기,0,212,178,353,600,332,127.0733931,37.48790816
23479,1분기,104,463,564,779,1649,885,127.0654251,37.48894592
23479,2분기,94,493,496,690,1485,818,127.0654251,37.48894592
23479,3분기,124,576,540,760,1626,891,127.0654251,37.48894592
23479,4분기,98,573,525,788,1465,748,127.0654251,37.48894592
23480,1분기,1122,10571,5321,7223,13787,6613,127.0936549,37.4674634
23480,2분기,1112,10865,4801,7499,13518,6255,127.0936549,37.4674634
23480,3분기,1011,10581,5308,8383,14277,5829,127.0936549,37.4674634
23480,4분기,869,10066,5288,8202,13844,5587,127.0936549,37.4674634
23481,1분기,432,7462,3742,4153,7170,3975,127.0413172,37.48897614
23481,2분기,449,6963,3274,3688,6548,3498,127.0413172,37.48897614
23481,3분기,461,7463,3561,3977,6540,3395,127.0413172,37.48897614
23481,4분기,433,7141,3501,3833,6029,2980,127.0413172,37.48897614
23482,1분기,2610,24516,10471,11852,18462,6655,127.0937662,37.46785024
23482,2분기,2377,22729,9401,11749,18100,5927,127.0937662,37.46785024
23482,3분기,2379,24536,9846,11266,17995,5853,127.0937662,37.46785024
23482,4분기,2056,24431,9330,11146,15978,5203,127.0937662,37.46785024
23483,1분기,34,608,267,423,399,136,127.0592567,37.48616204
23483,2분기,39,554,272,333,381,146,127.0592567,37.48616204
23483,3분기,71,493,331,401,504,138,127.0592567,37.48616204
23483,4분기,60,500,324,360,502,127,127.0592567,37.48616204
23484,1분기,21,360,182,135,196,69,127.0590419,37.48610517
23484,2분기,12,275,137,135,165,87,127.0590419,37.48610517
23484,3분기,33,419,129,223,220,69,127.0590419,37.48610517
23484,4분기,32,551,155,252,214,67,127.0590419,37.48610517
23488,1분기,840,16215,7435,9369,16511,8282,127.0411034,37.49155886
23488,2분기,798,15256,6975,9083,15252,7508,127.0411034,37.49155886
23488,3분기,903,16104,8088,9427,15978,7248,127.0411034,37.49155886
23488,4분기,810,15440,7473,9105,14947,6253,127.0411034,37.49155886
23489,1분기,418,1531,1181,1279,2091,1323,127.081416,37.48937118
23489,2분기,276,5022,3320,4530,7262,4430,127.081416,37.48937118
23489,3분기,291,6043,4140,5702,8186,4647,127.081416,37.48937118
23489,4분기,358,5480,4103,6191,8041,4017,127.081416,37.48937118
23491,1분기,47,544,521,704,1056,652,127.0623828,37.48748845
23491,2분기,45,561,433,684,1007,599,127.0623828,37.48748845
23491,3분기,61,692,440,810,1160,765,127.0623828,37.48748845
23491,4분기,61,615,470,756,996,717,127.0623828,37.48748845
23492,1분기,0,795,221,286,410,15,127.0722214,37.48696575
23492,2분기,0,501,210,241,306,15,127.0722214,37.48696575
23492,3분기,0,583,232,256,273,20,127.0722214,37.48696575
23492,4분기,0,563,249,226,227,11,127.0722214,37.48696575
23493,1분기,0,286,100,123,126,19,127.0683599,37.48642823
23493,2분기,0,181,78,116,172,15,127.0683599,37.48642823
23493,3분기,0,265,147,268,234,19,127.0683599,37.48642823
23493,4분기,0,196,106,322,264,9,127.0683599,37.48642823
23500,1분기,650,4182,1724,1604,2362,622,127.0719832,37.49720432
23500,2분기,551,4142,1731,1608,2309,595,127.0719832,37.49720432
23500,3분기,557,3848,1780,1613,2157,545,127.0719832,37.49720432
23500,4분기,598,3712,1733,1706,1942,552,127.0719832,37.49720432
23501,1분기,206,2705,1229,1533,2980,1275,127.0713341,37.49680846
23501,2분기,245,2502,1327,1658,3009,1297,127.0713341,37.49680846
23501,3분기,194,2704,1185,1389,2770,1238,127.0713341,37.49680846
23501,4분기,164,2411,1182,1607,2895,1242,127.0713341,37.49680846
23504,1분기,521,8420,3408,3665,6453,2687,127.0411504,37.48690365
23504,2분기,529,7772,3222,3638,6001,2237,127.0411504,37.48690365
23504,3분기,442,8341,3196,3575,5874,2232,127.0411504,37.48690365
23504,4분기,291,8143,2956,3486,5577,2097,127.0411504,37.48690365
23505,1분기,139,3572,2161,2714,4024,2149,127.0551116,37.48208982
23505,2분기,102,3982,2386,2919,4117,2289,127.0551116,37.48208982
23505,3분기,99,4027,2442,3098,4459,2102,127.0551116,37.48208982
23505,4분기,113,4044,2812,3448,4662,2065,127.0551116,37.48208982
23507,1분기,4089,34086,22371,33012,102236,40084,127.0396473,37.52138237
23507,2분기,4046,32094,22139,36168,98620,37793,127.0396473,37.52138237
23507,3분기,4294,32419,23350,37898,102584,37498,127.0396473,37.52138237
23507,4분기,3284,31478,21604,35781,98038,34353,127.0396473,37.52138237
23508,1분기,76,1419,682,582,509,57,127.0729295,37.48756879
23508,2분기,77,1110,460,640,558,40,127.0729295,37.48756879
23508,3분기,84,1001,509,690,522,48,127.0729295,37.48756879
23508,4분기,85,813,498,663,440,53,127.0729295,37.48756879
23509,1분기,2233,30833,12248,13886,30563,6801,127.0657482,37.504366
23509,2분기,2124,29201,10733,13407,30029,6294,127.0657482,37.504366
23509,3분기,2140,30674,11844,15284,31868,6412,127.0657482,37.504366
23509,4분기,1894,28210,10432,13137,29407,5815,127.0657482,37.504366
23510,1분기,911,29507,8455,9898,21536,5863,127.0440701,37.49815838
23510,2분기,958,27273,7469,9098,20216,5363,127.0440701,37.49815838
23510,3분기,751,29127,8147,9829,22057,5370,127.0440701,37.49815838
23510,4분기,708,27496,7924,9150,19633,4533,127.0440701,37.49815838
23511,1분기,1832,36707,15115,17931,46341,10613,127.0671134,37.50182456
23511,2분기,2187,34550,13405,16814,43967,10511,127.0671134,37.50182456
23511,3분기,2182,36214,14194,17747,45559,10766,127.0671134,37.50182456
23511,4분기,1980,33386,13703,18493,41854,10055,127.0671134,37.50182456
23512,1분기,1278,22931,6730,6722,13477,7336,127.0396322,37.4948869
23512,2분기,1031,21424,6415,6377,12493,6449,127.0396322,37.4948869
23512,3분기,967,24677,6717,6620,12435,6517,127.0396322,37.4948869
23512,4분기,869,23928,6097,6183,11921,5609,127.0396322,37.4948869
23513,1분기,1016,13341,4301,5919,12822,3437,127.0436281,37.4980614
23513,2분기,1102,12992,4120,5058,11894,2901,127.0436281,37.4980614
23513,3분기,1086,13769,4447,5684,12673,3202,127.0436281,37.4980614
23513,4분기,882,11680,4077,5180,11134,3072,127.0436281,37.4980614
23514,1분기,403,22013,3869,4742,8741,1578,127.0575595,37.5072549
23514,2분기,329,22115,4806,5154,7786,1737,127.0575595,37.5072549
23514,3분기,399,20977,4302,4726,7362,1361,127.0575595,37.5072549
23514,4분기,382,18992,4441,4316,6487,1059,127.0575595,37.5072549
23515,1분기,239,4379,2678,3263,5451,3064,127.0571023,37.4837027
23515,2분기,329,3856,2335,3368,4817,2872,127.0571023,37.4837027
23515,3분기,174,4343,2678,3816,5081,2712,127.0571023,37.4837027
23515,4분기,154,4377,2461,4009,5049,2209,127.0571023,37.4837027
23516,1분기,118,3814,1286,2928,4581,1795,127.0550433,37.47696384
23516,2분기,135,4122,1303,3321,4830,1659,127.0550433,37.47696384
23516,3분기,93,5029,1397,3770,4514,1559,127.0550433,37.47696384
23516,4분기,84,9062,3858,5532,9797,3425,127.0550433,37.47696384
23517,1분기,350,12750,6188,8036,10575,3667,127.0525776,37.475253
23517,2분기,363,12121,5265,7173,9751,3563,127.0525776,37.475253
23517,3분기,356,13033,5881,7419,9852,3116,127.0525776,37.475253
23517,4분기,404,12543,5233,7059,9221,2700,127.0525776,37.475253
23518,1분기,205,4105,2030,2894,4611,2013,127.0506155,37.47544384
23518,2분기,264,3792,1758,3084,4439,1831,127.0506155,37.47544384
23518,3분기,386,4228,1998,3042,4658,1862,127.0506155,37.47544384
23518,4분기,370,4044,1830,2994,4384,1747,127.0506155,37.47544384
23519,1분기,243,6499,2810,3666,6320,2313,127.0488235,37.47715557
23519,2분기,244,6284,2571,3670,5990,2228,127.0488235,37.47715557
23519,3분기,255,6537,2732,4190,6102,2181,127.0488235,37.47715557
23519,4분기,150,5945,2588,3847,5597,1960,127.0488235,37.47715557
23520,1분기,94,1254,573,1114,2208,958,127.0760078,37.498252
23520,2분기,122,1327,625,1156,2095,877,127.0760078,37.498252
23520,3분기,151,1548,590,1190,2174,851,127.0760078,37.498252
23520,4분기,94,1552,533,1275,2053,863,127.0760078,37.498252
23521,1분기,699,2296,524,790,1315,351,127.0761601,37.49849368
23521,2분기,571,2207,587,929,1424,375,127.0761601,37.49849368
23521,3분기,567,2105,539,890,1374,459,127.0761601,37.49849368
23521,4분기,569,2303,573,910,1216,447,127.0761601,37.49849368
23522,1분기,138,2846,1873,1966,2944,1082,127.0550422,37.48193766
23522,2분기,234,2577,1897,2115,2795,915,127.0550422,37.48193766
23522,3분기,87,2963,2088,2345,2773,987,127.0550422,37.48193766
23522,4분기,72,2780,1659,1998,2372,864,127.0550422,37.48193766
23523,1분기,506,20262,5323,5565,8227,2985,127.0582694,37.50723782
23523,2분기,513,18874,4863,5410,7732,2578,127.0582694,37.50723782
23523,3분기,570,19445,5160,5593,7528,2280,127.0582694,37.50723782
23523,4분기,585,17713,4873,5143,6470,2274,127.0582694,37.50723782
23524,1분기,240,2614,1622,1987,3310,1413,127.0477947,37.47879885
23524,2분기,255,2613,1472,2009,3071,1145,127.0477947,37.47879885
23524,3분기,228,2987,1579,2115,3103,1372,127.0477947,37.47879885
23524,4분기,190,2921,1495,2022,2857,1067,127.0477947,37.47879885
23525,1분기,394,11050,3612,3124,4876,912,127.0415393,37.49006245
23525,2분기,550,10458,3507,2922,4559,873,127.0415393,37.49006245
23525,3분기,594,10514,3533,3118,4684,902,127.0415393,37.49006245
23525,4분기,554,9670,3219,3127,4363,803,127.0415393,37.49006245
23526,1분기,4066,12014,7633,10203,21960,11440,127.1072029,37.47593807
23526,2분기,3250,11533,7572,10662,21622,10888,127.1072029,37.47593807
23526,3분기,2795,11732,7811,10444,21706,10290,127.1072029,37.47593807
23526,4분기,2029,10846,7482,10559,20435,9200,127.1072029,37.47593807
23527,1분기,932,6407,2734,3659,6719,2230,127.1076654,37.47615629
23527,2분기,872,6403,2473,3630,6345,2212,127.1076654,37.47615629
23527,3분기,758,6229,2385,3458,6146,2045,127.1076654,37.47615629
23527,4분기,647,5675,2647,3711,6215,1814,127.1076654,37.47615629
23528,1분기,1615,9034,6122,7939,17227,9449,127.1104672,37.47682447
23528,2분기,1213,8425,5877,8053,15886,8497,127.1104672,37.47682447
23528,3분기,1117,9304,6609,8696,16185,7990,127.1104672,37.47682447
23528,4분기,1213,10325,7385,10568,18262,8577,127.1104672,37.47682447
23529,1분기,193,4235,1997,1954,3262,900,127.041322,37.48695156
23529,2분기,144,4455,1978,1973,2914,841,127.041322,37.48695156
23529,3분기,231,4360,1932,1804,3138,960,127.041322,37.48695156
23529,4분기,322,4414,1703,1629,2703,776,127.041322,37.48695156
23530,1분기,1549,21774,9904,14314,36998,17720,127.1048108,37.47523744
23530,2분기,1487,22409,10247,14128,36926,17544,127.1048108,37.47523744
23530,3분기,1394,22652,9904,13853,35996,15668,127.1048108,37.47523744
23530,4분기,1257,22176,10072,14225,35986,14334,127.1048108,37.47523744
23531,1분기,3947,17028,12806,17295,28044,11186,127.0158197,37.52428981
23531,2분기,4404,18148,13696,18757,30884,14807,127.0158197,37.52428981
23531,3분기,4697,18902,13348,16970,30993,15992,127.0158197,37.52428981
23531,4분기,3846,17598,13638,17241,25215,12427,127.0158197,37.52428981
23532,1분기,37,584,456,408,825,83,127.0669451,37.51284548
23532,2분기,15,483,329,358,954,67,127.0669451,37.51284548
23532,3분기,3,1118,528,706,1458,323,127.0669451,37.51284548
23532,4분기,5,357,207,236,468,39,127.0669451,37.51284548
23533,1분기,114,2965,1969,2384,2590,775,127.0623115,37.4777795
23533,2분기,185,3402,1977,2389,2849,810,127.0623115,37.4777795
23533,3분기,249,3539,2135,2184,2468,707,127.0623115,37.4777795
23533,4분기,289,3449,2289,2590,2616,634,127.0623115,37.4777795
23536,1분기,0,1729,1166,1713,4542,622,127.0299808,37.51537386
23536,2분기,0,1530,1117,1594,3959,561,127.0299808,37.51537386
23536,3분기,0,1331,908,1492,4117,622,127.0299808,37.51537386
23536,4분기,0,1006,772,1284,3525,558,127.0299808,37.51537386
23537,1분기,5685,43509,19211,23966,40563,15054,127.1024789,37.46517099
23537,2분기,5465,43544,18882,23883,39917,14821,127.1024789,37.46517099
23537,3분기,4761,40778,17642,22257,36293,12973,127.1024789,37.46517099
23537,4분기,4707,41822,18488,24378,37904,12572,127.1024789,37.46517099
23538,1분기,1945,40612,13840,14105,20516,7708,127.1048922,37.47519317
23538,2분기,2031,39671,14428,14011,20644,7541,127.1048922,37.47519317
23538,3분기,2007,40665,13690,13770,20534,7253,127.1048922,37.47519317
23538,4분기,1625,39056,13191,14283,19484,6593,127.1048922,37.47519317
23540,1분기,5,4672,3314,4428,6370,1391,127.0505042,37.47545062
23540,2분기,22,4096,2402,3893,5913,1413,127.0505042,37.47545062
23540,3분기,14,4614,2896,4274,6215,1407,127.0505042,37.47545062
23540,4분기,39,4541,2517,3857,5608,1153,127.0505042,37.47545062
23541,1분기,0,773,460,417,451,75,127.0820463,37.48291996
23541,2분기,0,619,375,350,401,79,127.0820463,37.48291996
23541,3분기,0,820,386,396,466,76,127.0820463,37.48291996
23541,4분기,0,790,296,392,355,43,127.0820463,37.48291996
23543,1분기,351,6186,3022,3514,4194,872,127.1061008,37.46482638
23543,2분기,363,6276,3127,3880,4138,1000,127.1061008,37.46482638
23543,3분기,422,7069,3354,4069,4675,1111,127.1061008,37.46482638
23543,4분기,406,6935,3160,4156,3962,800,127.1061008,37.46482638
23544,1분기,1138,122309,49575,50047,69780,14190,127.1024251,37.48664135
23544,2분기,1318,118259,46384,48089,67835,13378,127.1024251,37.48664135
23544,3분기,1087,101784,39543,41842,57786,10820,127.1024251,37.48664135
23544,4분기,1116,105673,43348,44598,57767,10791,127.1024251,37.48664135
23545,1분기,42,7578,3496,3723,5546,1145,127.0495377,37.47647183
23545,2분기,39,7979,2715,3206,4789,992,127.0495377,37.47647183
23545,3분기,36,8033,3021,3481,5188,928,127.0495377,37.47647183
23545,4분기,51,7905,2902,3386,5082,1014,127.0495377,37.47647183
23546,1분기,0,41377,11774,7496,11143,4251,127.0836701,37.48426267
23546,2분기,0,34931,8525,6063,7410,3735,127.0836701,37.48426267
23546,3분기,0,37898,9802,6461,8845,3834,127.0836701,37.48426267
23546,4분기,0,34761,8608,5798,6502,3376,127.0836701,37.48426267
23552,1분기,0,3513,1615,1384,1378,700,127.0830368,37.48619798
23552,2분기,0,2840,1300,1282,1024,639,127.0830368,37.48619798
23552,3분기,0,2914,1480,1389,1367,577,127.0830368,37.48619798
23552,4분기,0,2885,1220,1273,1038,513,127.0830368,37.48619798
23557,1분기,15,4882,2314,2913,5628,1307,127.0476689,37.47825735
23557,2분기,10,4165,2026,2741,4965,1125,127.0476689,37.47825735
23557,3분기,6,4131,2040,2902,5496,1177,127.0476689,37.47825735
23557,4분기,8,4274,2011,2571,4934,1111,127.0476689,37.47825735
23558,1분기,0,23720,9245,12247,15840,5204,127.0841985,37.48803191
23558,2분기,0,20035,6779,10653,13409,4155,127.0841985,37.48803191
23558,3분기,0,21882,7965,12523,14913,4248,127.0841985,37.48803191
23558,4분기,0,20887,7037,11125,13048,3638,127.0841985,37.48803191
23562,1분기,0,2473,1685,2042,2413,577,127.1044033,37.48822418
23562,2분기,0,2973,1238,1865,2512,686,127.1044033,37.48822418
23562,3분기,0,4457,2254,2985,4441,1582,127.1044033,37.48822418
23562,4분기,0,3929,1795,3032,1721,312,127.1044033,37.48822418
23564,1분기,0,14560,3904,5313,11814,1836,127.0868465,37.48947595
23564,2분기,0,12668,2911,4525,8254,1150,127.0868465,37.48947595
23564,3분기,0,14051,3341,5022,9786,1501,127.0868465,37.48947595
23564,4분기,0,11975,2998,4467,8202,1266,127.0868465,37.48947595
23569,1분기,0,6535,4517,6573,10662,3395,127.0878474,37.48845557
23569,2분기,0,5672,3722,5681,9290,3007,127.0878474,37.48845557
23569,3분기,0,6403,4164,6145,10168,3214,127.0878474,37.48845557
23569,4분기,0,6171,3835,6000,9650,3006,127.0878474,37.48845557
23572,1분기,0,10634,5928,7033,18513,5758,127.0294161,37.49442502
23572,2분기,0,10028,5339,6606,17106,5524,127.0294161,37.49442502
23572,3분기,0,10214,5305,6477,16221,4444,127.0294161,37.49442502
23572,4분기,11,9549,4672,5947,13870,3586,127.0294161,37.49442502
23573,1분기,10,3345,2438,3096,9489,1540,127.0435062,37.48248139
23573,2분기,3,3216,2491,3020,8549,1390,127.0435062,37.48248139
23573,3분기,6,3677,2656,3156,9358,1453,127.0435062,37.48248139
23573,4분기,8,3750,2357,2910,8190,1305,127.0435062,37.48248139
23574,1분기,1,17596,8580,10396,17592,5237,127.0271384,37.49922556
23574,2분기,34,15307,7003,8760,15089,4566,127.0271384,37.49922556
23574,3분기,0,15456,7348,9069,15295,4108,127.0271384,37.49922556
23574,4분기,0,14426,6291,8022,12907,3349,127.0271384,37.49922556
23575,1분기,54,5078,2590,3500,5651,1504,127.0474594,37.51141817
23575,2분기,35,4216,2342,3505,5286,1356,127.0474594,37.51141817
23575,3분기,49,4728,2536,3318,5162,1297,127.0474594,37.51141817
23575,4분기,92,4946,2416,2937,4375,1065,127.0474594,37.51141817
23578,1분기,0,4440,1936,2379,5028,1045,127.0453248,37.48427046
23578,2분기,0,3651,1789,2189,4419,958,127.0453248,37.48427046
23578,3분기,1,3752,1941,2347,4550,893,127.0453248,37.48427046
23578,4분기,3,3472,1613,2094,3682,660,127.0453248,37.48427046
23579,1분기,0,8625,4904,5626,8203,3662,127.0815178,37.4894788
23579,2분기,0,7559,4121,5104,6929,3173,127.0815178,37.4894788
23579,3분기,0,8310,4613,5759,7008,2851,127.0815178,37.4894788
23579,4분기,0,7686,4248,5429,6312,2567,127.0815178,37.4894788
23584,1분기,30,5338,3198,4491,8028,4070,127.107058,37.47218439
23584,2분기,24,5050,3143,4664,7562,3833,127.107058,37.47218439
23584,3분기,45,4597,3157,4496,7529,3558,127.107058,37.47218439
23584,4분기,20,4362,3269,4940,7500,3502,127.107058,37.47218439
23586,1분기,61,19713,9315,10985,12406,4376,127.0806566,37.49132573
23586,2분기,36,20905,8384,10657,11031,3855,127.0806566,37.49132573
23586,3분기,42,20779,9041,10586,11440,3654,127.0806566,37.49132573
23586,4분기,43,16713,7678,9744,10170,3502,127.0806566,37.49132573
23595,1분기,14,649,497,466,560,146,127.0652745,37.48880901
23595,2분기,18,581,409,505,572,174,127.0652745,37.48880901
23595,3분기,26,677,487,657,511,207,127.0652745,37.48880901
23595,4분기,10,662,472,766,444,187,127.0652745,37.48880901
23597,1분기,31,10936,5846,6808,9007,2160,127.0782775,37.4932873
23597,2분기,22,10942,5437,6958,8574,2321,127.0782775,37.4932873
23597,3분기,18,11291,6137,7096,8759,2239,127.0782775,37.4932873
23597,4분기,23,10327,5627,6513,7438,2084,127.0782775,37.4932873
23598,1분기,93,8349,4724,5295,7246,3798,127.0503343,37.50043777
23598,2분기,86,7886,4077,4889,6448,3788,127.0503343,37.50043777
23598,3분기,114,8030,4658,5264,6322,3447,127.0503343,37.50043777
23598,4분기,84,7160,4194,4715,5537,3012,127.0503343,37.50043777
23600,1분기,45,12785,8096,9491,9895,3313,127.0754048,37.49234269
23600,2분기,41,11097,6206,7754,8146,2743,127.0754048,37.49234269
23600,3분기,36,11892,7166,8794,8344,2726,127.0754048,37.49234269
23600,4분기,39,11997,7225,8650,8020,2588,127.0754048,37.49234269
23617,3분기,469,6499,5043,5613,9881,3228,127.0295154,37.49421735
23617,4분기,509,9086,6470,6378,12167,4231,127.0295154,37.49421735
23629,1분기,0,5705,1399,1209,1078,192,127.1018383,37.46772583
23629,2분기,0,6168,1328,1263,1262,170,127.1018383,37.46772583
23629,3분기,0,6406,1372,1355,1338,155,127.1018383,37.46772583
23629,4분기,0,6571,1360,1151,1155,139,127.1018383,37.46772583
23641,1분기,1590,2999,2188,2992,6216,5884,127.0263139,37.50097898
23641,2분기,1685,2763,2109,3028,5385,5867,127.0263139,37.50097898
23641,3분기,1363,2416,1764,2649,4642,5096,127.0263139,37.50097898
23641,4분기,1127,2404,1756,2407,4285,4284,127.0263139,37.50097898
23695,1분기,0,51204,10922,13216,25595,11906,127.0449721,37.48605642
23695,2분기,0,49936,10041,12806,23024,10592,127.0449721,37.48605642
23695,3분기,0,53016,11015,13750,23454,10325,127.0449721,37.48605642
23695,4분기,0,50033,10577,14669,27901,11131,127.0449721,37.48605642
23697,1분기,51,20538,5226,6613,10435,3037,127.0448402,37.49796953
23697,2분기,43,19607,4819,5580,8906,2550,127.0448402,37.49796953
23697,3분기,45,21093,4956,5629,9293,2510,127.0448402,37.49796953
23697,4분기,24,19770,4614,5483,8487,2562,127.0448402,37.49796953
23698,1분기,81,1673,913,921,2095,491,127.0454206,37.48433621
23698,2분기,19,1431,878,921,1951,440,127.0454206,37.48433621
23698,3분기,20,1407,964,1021,2069,404,127.0454206,37.48433621
23698,4분기,25,1377,939,984,1888,371,127.0454206,37.48433621
23720,1분기,0,7043,2817,2940,3788,2034,127.0452788,37.48438127
23720,2분기,6,5876,2573,2608,3538,1736,127.0452788,37.48438127
23720,3분기,1,6760,3082,3024,3328,1519,127.0452788,37.48438127
23720,4분기,0,6100,2966,3650,3340,1255,127.0452788,37.48438127
23728,1분기,12,14657,11232,15657,34630,17736,127.0796406,37.49324156
23728,2분기,8,13571,9930,15406,29471,14395,127.0796406,37.49324156
23728,3분기,9,14923,10803,16465,30044,13887,127.0796406,37.49324156
23728,4분기,8,14626,9924,16331,27980,12102,127.0796406,37.49324156
23731,1분기,3,11949,1759,1845,2963,1131,127.0435956,37.48274577
23731,2분기,5,10287,1570,1717,2584,1084,127.0435956,37.48274577
23731,3분기,2,11168,1772,1969,2913,1107,127.0435956,37.48274577
23731,4분기,1,10459,1548,1770,3032,972,127.0435956,37.48274577
23738,1분기,135,8782,4885,5442,6257,2216,127.0460595,37.49405311
23738,2분기,153,8478,4739,5026,5271,1836,127.0460595,37.49405311
23738,3분기,146,8895,4704,4796,4797,1642,127.0460595,37.49405311
23738,4분기,68,7996,4558,4760,4516,1489,127.0460595,37.49405311
23741,1분기,402,42380,21160,24103,41256,9544,127.0638668,37.50788111
23741,2분기,369,40716,19013,22493,38908,9089,127.0638668,37.50788111
23741,3분기,389,38555,19010,22771,39276,9098,127.0638668,37.50788111
23741,4분기,380,37012,18963,22483,36918,8322,127.0638668,37.50788111
23749,1분기,190,37422,14836,20762,56676,7891,127.0460875,37.48517686
23749,2분기,140,35944,13489,19717,55270,7492,127.0460875,37.48517686
23749,3분기,126,37422,15101,21201,58795,7438,127.0460875,37.48517686
23749,4분기,99,40823,15619,21019,57578,7250,127.0460875,37.48517686
23756,1분기,105,5972,3144,3839,6066,2002,127.0427474,37.49303916
23756,2분기,91,5614,2949,3817,5369,1861,127.0427474,37.49303916
23756,3분기,97,5629,3173,4028,5367,1847,127.0427474,37.49303916
23756,4분기,69,5563,3017,3795,5154,1591,127.0427474,37.49303916
23815,1분기,0,2894,2698,3956,6591,2653,127.0826018,37.49185674
23815,2분기,0,2785,2216,3481,5748,2365,127.0826018,37.49185674
23815,3분기,0,2888,2533,3820,5454,2384,127.0826018,37.49185674
23815,4분기,0,2766,2420,3934,5210,1961,127.0826018,37.49185674
23818,1분기,395,25329,16158,22559,39761,14721,127.060728,37.512952
23818,2분기,455,23841,14137,19827,35183,11298,127.060728,37.512952
23818,3분기,345,24264,14579,20640,36005,11751,127.060728,37.512952
23818,4분기,415,23436,14435,20518,34102,9724,127.060728,37.512952
23819,1분기,0,5589,3027,4082,7658,3938,127.0844004,37.49259231
23819,2분기,0,4925,2633,3746,6728,3260,127.0844004,37.49259231
23819,3분기,0,5134,2812,4051,6843,3025,127.0844004,37.49259231
23819,4분기,0,4318,2713,3990,6269,2640,127.0844004,37.49259231
23822,2분기,21,4299,1611,1701,2430,971,127.0862844,37.4932805
23822,3분기,20,7486,2716,3096,4105,1776,127.0862844,37.4932805
23822,4분기,23,7243,2113,2462,3602,1473,127.0862844,37.4932805
23823,1분기,0,4929,2890,3156,6368,2679,127.0863494,37.49324399
23823,2분기,0,4270,2506,3135,6009,1999,127.0863494,37.49324399
23823,3분기,0,4538,2577,3324,6276,2013,127.0863494,37.49324399
23823,4분기,0,4693,2255,3134,5846,1826,127.0863494,37.49324399
23849,1분기,9,59,37,57,69,28,,
23849,2분기,16,83,59,66,143,55,,
23849,3분기,15,91,42,42,64,28,,
23849,4분기,10,87,34,32,32,35,,
23855,1분기,0,11509,3696,4338,7957,2494,127.0648195,37.51508105
23855,2분기,1,10429,3400,4254,7945,2613,127.0648195,37.51508105
