버스정류장ARS번호,분기,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표
23261,3분기,722,18937,7981,9240,13462,4695,127.0582748,37.50344603
23261,4분기,619,17451,6870,8610,11968,3948,127.0582748,37.50344603
23262,1분기,1712,27585,20325,21443,39415,19979,127.0591891,37.5016508
23262,2분기,1656,23509,14574,19727,36375,16815,127.0591891,37.5016508
23262,3분기,1530,26129,16271,21007,37067,16883,127.0591891,37.5016508
23262,4분기,1416,24174,14737,19257,33606,15375,127.0591891,37.5016508
23263,1분기,3023,48987,50011,51568,84113,49906,127.0598771,37.49865616
23263,2분기,2960,43012,36957,45735,73515,48282,127.0598771,37.49865616
23263,3분기,2778,45699,41801,51231,78623,48569,127.0598771,37.49865616
23263,4분기,2866,43134,37867,47716,69830,45472,127.0598771,37.49865616
23264,1분기,1800,26564,19338,18105,26949,13682,127.0567035,37.49758549
23264,2분기,1581,24904,16485,17281,24789,14284,127.0567035,37.49758549
23264,3분기,1785,27417,18271,19546,26019,14351,127.0567035,37.49758549
23264,4분기,1643,25731,16140,17688,22947,12754,127.0567035,37.49758549
23265,1분기,1884,29663,27305,33653,50297,21232,127.0539777,37.49668113
23265,2분기,1668,26674,24313,31658,45588,21088,127.0539777,37.49668113
23265,3분기,1881,28031,26571,33540,48089,21272,127.0539777,37.49668113
23265,4분기,1576,26265,24549,31433,41728,19162,127.0539777,37.49668113
23266,1분기,95,7913,2650,3160,4255,2702,127.025686,37.50478256
23266,2분기,80,7435,2667,3157,4149,2468,127.025686,37.50478256
23266,3분기,71,7840,2815,3234,4182,2549,127.025686,37.50478256
23266,4분기,59,6483,2323,2666,3474,1949,127.025686,37.50478256
23267,1분기,32,3627,1077,1039,1181,682,127.0319302,37.50662925
23267,2분기,24,3835,1058,1039,1232,634,127.0319302,37.50662925
23267,3분기,38,4058,1244,1201,1398,719,127.0319302,37.50662925
23267,4분기,18,3224,1204,1051,1238,612,127.0319302,37.50662925
23268,1분기,2212,37486,10344,13550,22224,9438,127.0345601,37.50555464
23268,2분기,2070,35167,10094,13073,19199,8256,127.0345601,37.50555464
23268,3분기,2139,36095,11082,14111,21122,8560,127.0345601,37.50555464
23268,4분기,2236,34096,10480,13542,19252,7896,127.0345601,37.50555464
23269,1분기,1439,44208,13791,17785,36389,11071,127.0345,37.50605391
23269,2분기,1026,42396,13333,17555,34712,9842,127.0345,37.50605391
23269,3분기,1004,44690,14509,18763,37185,10440,127.0345,37.50605391
23269,4분기,1042,42742,14192,18192,35562,9829,127.0345,37.50605391
23270,1분기,380,12394,4409,4475,5359,2723,127.0348192,37.50748582
23270,2분기,521,11957,4181,4527,5308,2892,127.0348192,37.50748582
23270,3분기,601,12637,4481,4704,5494,3125,127.0348192,37.50748582
23270,4분기,505,10511,3753,4040,4687,2648,127.0348192,37.50748582
23271,1분기,2363,22191,5944,6381,9573,4145,127.0389433,37.50804917
23271,2분기,2472,23189,5593,6358,9675,3887,127.0389433,37.50804917
23271,3분기,2724,23594,6162,6629,10233,3950,127.0389433,37.50804917
23271,4분기,2620,21518,5854,6474,8876,3401,127.0389433,37.50804917
23272,1분기,671,8886,3980,5691,11493,4037,127.0397676,37.50746945
23272,2분기,695,8641,3893,5578,10693,4059,127.0397676,37.50746945
23272,3분기,756,9483,4093,5665,11157,4937,127.0397676,37.50746945
23272,4분기,525,8468,4061,5398,10013,4059,127.0397676,37.50746945
23273,1분기,1210,8675,4350,5114,6983,2987,127.0406091,37.50918804
23273,2분기,1270,8312,4513,5016,6961,2884,127.0406091,37.50918804
23273,3분기,1381,9164,4737,5021,7421,3336,127.0406091,37.50918804
23273,4분기,1191,8395,4084,4379,6358,2980,127.0406091,37.50918804
23274,1분기,168,1467,1024,1148,1444,726,127.0430366,37.50992661
23274,2분기,277,1482,1061,1153,1381,739,127.0430366,37.50992661
23274,3분기,258,1639,1298,1167,1384,712,127.0430366,37.50992661
23274,4분기,160,1303,1082,1067,1103,562,127.0430366,37.50992661
23275,1분기,4953,53539,22866,25099,43198,18011,127.0442529,37.50928289
23275,2분기,4549,50239,21080,24705,39984,17240,127.0442529,37.50928289
23275,3분기,4490,50482,21500,25116,40890,17017,127.0442529,37.50928289
23275,4분기,3874,48661,20735,23887,38082,15712,127.0442529,37.50928289
23276,1분기,5073,64109,27194,32332,51375,21183,127.0482359,37.50590508
23276,2분기,4636,60686,25845,31498,48839,20161,127.0482359,37.50590508
23276,3분기,4704,61348,26515,30581,48338,20359,127.0482359,37.50590508
23276,4분기,3622,57359,25115,28807,43669,18569,127.0482359,37.50590508
23277,1분기,14268,53669,23313,27591,49120,15850,127.0439701,37.50307719
23277,2분기,14663,50848,23468,26841,47432,14859,127.0439701,37.50307719
23277,3분기,13695,51639,23600,27102,47400,15339,127.0439701,37.50307719
23277,4분기,12093,46741,22006,26221,41003,13180,127.0439701,37.50307719
23278,1분기,1537,14346,8898,12925,25030,10369,127.0418511,37.50471601
23278,2분기,1710,13643,8747,13062,23652,9811,127.0418511,37.50471601
23278,3분기,1673,14778,9161,12859,23972,10820,127.0418511,37.50471601
23278,4분기,1290,13124,8397,12561,22068,9650,127.0418511,37.50471601
23279,1분기,3405,29732,9076,9540,14002,5532,127.0415738,37.50479142
23279,2분기,3613,28250,8807,9400,12713,5384,127.0415738,37.50479142
23279,3분기,3698,30353,9155,9616,13873,5691,127.0415738,37.50479142
23279,4분기,3496,28676,8057,8986,12015,5044,127.0415738,37.50479142
23280,1분기,17920,38096,22529,25744,44691,20437,127.0386737,37.50145654
23280,2분기,16188,34788,21678,23976,39878,17392,127.0386737,37.50145654
23280,3분기,15998,34811,21980,24313,42538,19674,127.0386737,37.50145654
23280,4분기,15264,31990,20325,22388,37102,17362,127.0386737,37.50145654
23281,1분기,4802,125029,38148,42645,96379,31269,127.036748,37.5013794
23281,2분기,4286,119464,36462,42016,90394,28214,127.036748,37.5013794
23281,3분기,4413,124438,38070,42531,93079,29320,127.036748,37.5013794
23281,4분기,3836,117702,34861,40885,84542,26103,127.036748,37.5013794
23282,1분기,6309,102013,29539,34090,66533,28253,127.0364201,37.50169517
23282,2분기,5836,95579,28192,32821,60676,25206,127.0364201,37.50169517
23282,3분기,5935,98523,29380,33567,63036,25581,127.0364201,37.50169517
23282,4분기,5483,90481,27159,31349,59018,23490,127.0364201,37.50169517
23283,1분기,13217,24291,21615,26197,41381,18322,127.0351115,37.50037718
23283,2분기,13162,23044,21332,26890,38532,16959,127.0351115,37.50037718
23283,3분기,12570,23752,21908,27805,39145,17811,127.0351115,37.50037718
23283,4분기,11722,21702,20438,24611,32939,15085,127.0351115,37.50037718
23284,1분기,24237,35393,33416,42271,71774,28378,127.0298788,37.49875038
23284,2분기,25658,34980,33596,41092,67478,27176,127.0298788,37.49875038
23284,3분기,22778,34314,32612,40002,65693,26354,127.0298788,37.49875038
23284,4분기,19692,31323,29804,36473,57413,22929,127.0298788,37.49875038
23285,1분기,2442,35427,25235,30731,49788,24125,127.0268252,37.49989255
23285,2분기,2121,33174,23627,28829,46703,23172,127.0268252,37.49989255
23285,3분기,2093,32475,22421,26782,43096,22307,127.0268252,37.49989255
23285,4분기,1801,30018,19570,22980,37612,17414,127.0268252,37.49989255
23286,1분기,1279,47586,22540,25518,42642,15722,127.0256799,37.50232729
23286,2분기,1188,45422,21232,24369,40338,13938,127.0256799,37.50232729
23286,3분기,1320,49086,21856,24625,42030,13787,127.0256799,37.50232729
23286,4분기,1170,48287,21155,22789,37808,11332,127.0256799,37.50232729
23287,1분기,37402,88638,41066,45466,59213,39448,127.0290811,37.49827462
23287,2분기,38216,86827,40428,44476,56029,40013,127.0290811,37.49827462
23287,3분기,34602,84733,39317,42976,53489,37717,127.0290811,37.49827462
23287,4분기,29223,78341,36285,39122,47713,32947,127.0290811,37.49827462
23288,1분기,11719,62845,25108,26861,32887,18585,127.0337243,37.49970454
23288,2분기,12385,57347,24791,26472,29599,18617,127.0337243,37.49970454
23288,3분기,11794,58689,25003,26418,31071,18933,127.0337243,37.49970454
23288,4분기,10296,53126,23244,23659,26797,16736,127.0337243,37.49970454
23289,1분기,2028,39114,9997,10977,20771,8822,127.0380896,37.49818822
23289,2분기,1810,37011,9661,10900,19032,8161,127.0380896,37.49818822
23289,3분기,2139,39669,9747,11396,19799,8174,127.0380896,37.49818822
23289,4분기,1985,37839,9382,10246,17603,7431,127.0380896,37.49818822
23290,1분기,1467,17185,13117,15704,22988,10612,127.0419869,37.51550661
23290,2분기,1373,16652,13135,15160,22449,10246,127.0419869,37.51550661
23290,3분기,1286,17476,13616,15842,22983,10347,127.0419869,37.51550661
23290,4분기,1098,16455,12928,14537,19815,9589,127.0419869,37.51550661
23291,1분기,2765,45097,21627,22577,47339,16250,127.0387427,37.4917916
23291,2분기,2642,44743,19716,22295,45542,16694,127.0387427,37.4917916
23291,3분기,2601,46458,21053,23663,47646,16641,127.0387427,37.4917916
23291,4분기,2534,43887,20089,22823,44735,16829,127.0387427,37.4917916
23292,1분기,407,9595,4842,5254,8687,5108,127.0339849,37.49418122
23292,2분기,526,9443,4791,5382,8918,5264,127.0339849,37.49418122
23292,3분기,629,10130,4918,5793,9850,4830,127.0339849,37.49418122
23292,4분기,396,9188,4494,5175,8070,4321,127.0339849,37.49418122
23293,1분기,421,8025,4206,4953,9129,3270,127.0341089,37.49432357
23293,2분기,562,7786,3976,4774,8680,3335,127.0341089,37.49432357
23293,3분기,504,8140,4335,5006,8915,3498,127.0341089,37.49432357
23293,4분기,531,7114,4048,4613,7733,2945,127.0341089,37.49432357
23294,1분기,3049,37124,15140,17104,33165,12951,127.033618,37.49022135
23294,2분기,3114,37868,15287,17262,32993,13410,127.033618,37.49022135
23294,3분기,3172,38092,15257,17504,33543,13201,127.033618,37.49022135
23294,4분기,3240,36206,14738,16949,30396,12713,127.033618,37.49022135
23295,1분기,1104,21506,12053,13276,28065,8990,127.0304896,37.49214788
23295,2분기,1019,20834,11597,13839,27197,8144,127.0304896,37.49214788
23295,3분기,752,19313,10892,11954,24084,6842,127.0304896,37.49214788
23295,4분기,594,18005,9473,11055,21241,5929,127.0304896,37.49214788
23296,1분기,608,22093,10813,12141,19782,7822,127.0459062,37.49621982
23296,2분기,725,21028,10248,11543,18700,7994,127.0459062,37.49621982
23296,3분기,628,21917,10380,11838,18950,7957,127.0459062,37.49621982
23296,4분기,580,20530,10355,11462,17267,6946,127.0459062,37.49621982
23297,1분기,1219,19027,8665,9069,13491,5915,127.0457757,37.49600003
23297,2분기,961,17873,8268,8672,12679,5922,127.0457757,37.49600003
23297,3분기,1198,18854,8260,8956,13152,5535,127.0457757,37.49600003
23297,4분기,1135,18085,8346,8765,11875,5197,127.0457757,37.49600003
23298,1분기,571,10527,5272,6909,16518,4354,127.0443275,37.49957199
23298,2분기,621,9632,5039,6775,15277,4085,127.0443275,37.49957199
23298,3분기,653,10168,5204,6438,15035,4390,127.0443275,37.49957199
23298,4분기,468,9325,4778,6652,14199,3771,127.0443275,37.49957199
23299,1분기,1092,19061,5233,6104,9715,3574,127.0439167,37.4999158
23299,2분기,953,18660,5034,6019,9405,3414,127.0439167,37.4999158
23299,3분기,1136,19129,5186,5914,9747,3252,127.0439167,37.4999158
23299,4분기,971,18161,5080,5384,8867,2888,127.0439167,37.4999158
23300,1분기,631,19489,13139,15493,20630,8440,127.0477203,37.49947373
23300,2분기,698,17990,11412,14678,18813,7729,127.0477203,37.49947373
23300,3분기,645,19202,13220,15850,20175,8199,127.0477203,37.49947373
23300,4분기,563,18268,12030,15026,18770,6652,127.0477203,37.49947373
23301,1분기,379,16611,8985,9808,15355,5888,127.0473506,37.49944672
23301,2분기,420,15402,7906,9111,13337,5371,127.0473506,37.49944672
23301,3분기,426,16430,8958,10446,14131,5356,127.0473506,37.49944672
23301,4분기,364,15006,8504,10008,13174,4431,127.0473506,37.49944672
23302,1분기,1721,41824,11059,11862,21056,9516,127.040226,37.49626919
23302,2분기,1728,39104,10369,11370,19512,8715,127.040226,37.49626919
23302,3분기,1492,41682,10834,12042,20985,8390,127.040226,37.49626919
23302,4분기,1422,38216,9864,10979,18391,7282,127.040226,37.49626919
23303,1분기,863,10362,5145,5954,12111,4310,127.0408505,37.49668038
23303,2분기,908,9594,4839,5830,11414,4014,127.0408505,37.49668038
23303,3분기,957,10382,4999,6343,12457,3977,127.0408505,37.49668038
23303,4분기,888,9165,4673,5667,10016,3592,127.0408505,37.49668038
23304,1분기,1502,22986,10954,14697,34255,10430,127.038488,37.49769283
23304,2분기,1242,21420,10872,14154,33390,9797,127.038488,37.49769283
23304,3분기,1336,22364,11147,14876,35072,9797,127.038488,37.49769283
23304,4분기,1106,21288,10848,14073,31208,8720,127.038488,37.49769283
23305,1분기,15970,59756,22239,26114,36945,22042,127.0389365,37.50129938
23305,2분기,14950,56656,21458,25557,33386,19883,127.0389365,37.50129938
23305,3분기,14801,59397,21573,25063,35001,20689,127.0389365,37.50129938
23305,4분기,13033,55604,20198,23684,32195,19269,127.0389365,37.50129938
23306,1분기,11331,47165,19652,22981,31106,14002,127.0441325,37.50288924
23306,2분기,11536,46850,20044,22409,29249,13328,127.0441325,37.50288924
23306,3분기,11003,47477,20992,23022,29769,13329,127.0441325,37.50288924
23306,4분기,8807,45566,20186,22376,26973,12008,127.0441325,37.50288924
23307,1분기,4638,45342,30802,32497,54444,27890,127.0499279,37.50228127
23307,2분기,4138,43204,27439,35202,50309,25927,127.0499279,37.50228127
23307,3분기,4090,46900,31907,39053,51012,25638,127.0499279,37.50228127
23307,4분기,3047,43575,30862,36348,47279,22616,127.0499279,37.50228127
23308,1분기,4355,30671,24293,30394,45682,21400,127.051345,37.49926851
23308,2분기,3908,28872,20860,29398,43136,20628,127.051345,37.49926851
23308,3분기,4002,32694,23566,32116,45409,20697,127.051345,37.49926851
23308,4분기,3283,29961,21630,30321,41023,18217,127.051345,37.49926851
23309,1분기,2239,17394,18250,24770,39648,14598,127.0523083,37.49722034
23309,2분기,2017,16469,17050,24123,38442,14019,127.0523083,37.49722034
23309,3분기,1979,17743,18740,25458,40152,14494,127.0523083,37.49722034
23309,4분기,1592,17197,17865,24893,36366,12578,127.0523083,37.49722034
23310,1분기,4063,92208,26373,25606,42358,18600,127.0514098,37.49581335
23310,2분기,4509,92983,24980,25488,40666,18600,127.0514098,37.49581335
23310,3분기,4349,101156,27057,27611,43441,18702,127.0514098,37.49581335
23310,4분기,4162,95905,26023,26915,39564,16499,127.0514098,37.49581335
23311,1분기,3679,56168,26060,26427,37558,15169,127.0477526,37.49460763
23311,2분기,3802,55792,22810,25721,35115,14515,127.0477526,37.49460763
23311,3분기,3839,58692,24639,26915,37057,14490,127.0477526,37.49460763
23311,4분기,3527,53650,24286,26064,32945,12827,127.0477526,37.49460763
23312,1분기,3492,64254,26531,30269,62398,19724,127.0418132,37.49275223
23312,2분기,3487,61196,24602,28785,58950,18823,127.0418132,37.49275223
23312,3분기,3138,63847,25969,30185,62489,18643,127.0418132,37.49275223
23312,4분기,2985,60093,24781,29368,57671,16614,127.0418132,37.49275223
23313,1분기,2088,39336,16614,19507,51129,14806,127.0397851,37.49492117
23313,2분기,2370,37271,15651,19022,48759,14374,127.0397851,37.49492117
23313,3분기,2384,38289,15828,19751,52435,14800,127.0397851,37.49492117
23313,4분기,2057,36505,14904,19945,48975,13097,127.0397851,37.49492117
23314,1분기,3841,62608,27714,31974,58296,22283,127.0389746,37.49169541
23314,2분기,3924,60099,25202,31175,56500,20279,127.0389746,37.49169541
23314,3분기,3610,65017,28028,32442,57289,19578,127.0389746,37.49169541
23314,4분기,3217,63252,25841,31649,54803,17681,127.0389746,37.49169541
23315,1분기,2742,39153,19770,21422,41060,14801,127.0423612,37.49271859
23315,2분기,2601,37273,17935,20961,38794,13560,127.0423612,37.49271859
23315,3분기,2479,41159,19082,21189,39615,13164,127.0423612,37.49271859
23315,4분기,2398,39358,18420,21006,36848,11278,127.0423612,37.49271859
23316,1분기,2194,18336,10318,11407,18533,6019,127.0490211,37.4880596
23316,2분기,2311,17270,9944,11712,17600,6306,127.0490211,37.4880596
23316,3분기,2295,17815,10975,12329,18932,6149,127.0490211,37.4880596
23316,4분기,1849,17279,10142,11328,16568,5304,127.0490211,37.4880596
23317,1분기,3530,35941,18189,20960,33634,12517,127.0445829,37.48612816
23317,2분기,3820,35597,16914,19749,31912,13711,127.0445829,37.48612816
23317,3분기,3471,37295,17525,20402,31457,12583,127.0445829,37.48612816
23317,4분기,2806,35803,17267,19747,28030,11209,127.0445829,37.48612816
23318,1분기,6838,49758,28369,31145,50958,19868,127.0379877,37.48515886
23318,2분기,7209,48835,27327,31203,50314,20194,127.0379877,37.48515886
23318,3분기,6828,48930,28156,31318,49588,19512,127.0379877,37.48515886
23318,4분기,6130,47065,27480,31090,45548,17302,127.0379877,37.48515886
23319,1분기,7309,65653,28617,30223,47148,18974,127.0326347,37.48767259
23319,2분기,8128,62866,28080,30148,45729,18629,127.0326347,37.48767259
23319,3분기,7583,63584,28451,30189,44722,18395,127.0326347,37.48767259
23319,4분기,7564,60655,27350,29380,40561,16702,127.0326347,37.48767259
23320,1분기,567,2363,1151,1645,3813,2127,127.103707,37.48488229
23320,2분기,431,2267,1042,1588,3846,2085,127.103707,37.48488229
23320,3분기,525,2399,1097,1716,4013,2073,127.103707,37.48488229
23320,4분기,405,2252,1051,1572,3339,1657,127.103707,37.48488229
23321,1분기,4365,54114,23998,26479,50284,20349,127.0328243,37.4898571
23321,2분기,5004,51995,23594,28787,50121,19962,127.0328243,37.4898571
23321,3분기,5067,53589,24049,28923,49210,19106,127.0328243,37.4898571
23321,4분기,4393,52573,22932,27796,47295,16382,127.0328243,37.4898571
23322,1분기,886,10950,6326,6872,13651,3101,127.0421643,37.48350402
23322,2분기,832,10732,6325,6792,13738,3469,127.0421643,37.48350402
23322,3분기,1011,12008,6110,6821,13773,3269,127.0421643,37.48350402
23322,4분기,1113,11610,6114,6965,12819,2690,127.0421643,37.48350402
23323,1분기,5567,32120,13824,18461,33913,19046,127.0449095,37.4860326
23323,2분기,5203,30232,13235,17422,32511,17408,127.0449095,37.4860326
23323,3분기,4840,32853,14001,18158,32160,17216,127.0449095,37.4860326
23323,4분기,3971,31951,14392,18448,31991,15547,127.0449095,37.4860326
23324,1분기,2728,14043,8154,9249,13855,8033,127.0493405,37.48798402
23324,2분기,2590,13376,7392,9037,13633,7609,127.0493405,37.48798402
23324,3분기,2607,14433,8008,9472,13931,7895,127.0493405,37.48798402
23324,4분기,2346,13538,7535,9527,13292,6924,127.0493405,37.48798402
23325,1분기,1146,7111,3450,4112,8079,3105,127.050304,37.48705174
23325,2분기,973,6731,3398,4114,7970,3166,127.050304,37.48705174
23325,3분기,893,6935,3573,4244,8655,3229,127.050304,37.48705174
23325,4분기,884,6935,3780,4381,8072,2887,127.050304,37.48705174
23326,1분기,476,9310,5423,6395,9443,4130,127.0505956,37.48694265
23326,2분기,472,8931,5074,6758,9522,4223,127.0505956,37.48694265
23326,3분기,532,9450,5753,6546,9504,4506,127.0505956,37.48694265
23326,4분기,475,8650,5471,6817,8801,4049,127.0505956,37.48694265
23327,1분기,2286,18997,14092,16113,23415,8842,127.0520533,37.4892465
23327,2분기,2491,17922,13479,16117,22116,8340,127.0520533,37.4892465
23327,3분기,2151,19153,14830,17301,22990,9021,127.0520533,37.4892465
23327,4분기,2316,19646,13801,18534,22605,9032,127.0520533,37.4892465
23329,1분기,2112,13849,8285,9147,16055,5840,127.0525143,37.48967059
23329,2분기,1771,14152,7959,8898,15151,5956,127.0525143,37.48967059
23329,3분기,1929,15466,8631,9403,14996,6150,127.0525143,37.48967059
23329,4분기,1621,13859,7919,9291,13371,5151,127.0525143,37.48967059
23330,1분기,3127,36407,25904,33735,50824,19064,127.0481388,37.49452703
23330,2분기,3604,33104,22932,32667,48437,17403,127.0481388,37.49452703
23330,3분기,3500,35982,24670,35080,49604,17389,127.0481388,37.49452703
23330,4분기,3082,33165,22789,33060,43553,15564,127.0481388,37.49452703
23331,1분기,1607,21722,18102,22268,46997,12129,127.0519042,37.49578964
23331,2분기,1945,20237,16930,22459,46687,10987,127.0519042,37.49578964
23331,3분기,2101,21704,18069,22526,48137,11112,127.0519042,37.49578964
23331,4분기,1718,20431,16840,21856,44101,10502,127.0519042,37.49578964
23332,1분기,1017,6083,5258,6738,9676,5153,127.0535003,37.49477055
23332,2분기,943,6314,4448,6726,9222,5355,127.0535003,37.49477055
23332,3분기,1037,7620,5750,7886,9870,5093,127.0535003,37.49477055
23332,4분기,860,7278,5255,7333,9293,4447,127.0535003,37.49477055
23333,1분기,1018,5760,4067,4573,6252,2666,127.0545908,37.492517
23333,2분기,1055,6760,3631,4606,6197,2806,127.0545908,37.492517
23333,3분기,1016,8202,4234,5303,6469,2947,127.0545908,37.492517
23333,4분기,823,8530,4219,5130,5745,2512,127.0545908,37.492517
23334,1분기,1134,5393,3675,4936,9892,6602,127.0571626,37.48580045
23334,2분기,705,6047,3404,4832,9093,6550,127.0571626,37.48580045
23334,3분기,820,6517,3716,5716,9227,6068,127.0571626,37.48580045
23334,4분기,689,7467,3854,6377,9169,5734,127.0571626,37.48580045
23335,1분기,1198,12080,6971,9257,14557,5869,127.0585692,37.48417305
23335,2분기,999,11923,7019,10772,13485,5718,127.0585692,37.48417305
23335,3분기,935,13238,7681,12504,13502,5558,127.0585692,37.48417305
23335,4분기,835,14795,8380,12990,13326,5013,127.0585692,37.48417305
23336,1분기,1320,13785,9854,14304,22784,8879,127.0607012,37.48241082
23336,2분기,1376,13338,9154,13305,21764,8398,127.0607012,37.48241082
23336,3분기,1346,14831,9869,14617,21626,8009,127.0607012,37.48241082
23336,4분기,1064,14426,9765,14447,21301,6995,127.0607012,37.48241082
23337,1분기,49,926,656,891,1671,864,127.0619375,37.48140122
23337,2분기,48,879,557,880,1461,764,127.0619375,37.48140122
23337,3분기,50,971,685,1008,1555,704,127.0619375,37.48140122
23337,4분기,77,850,657,921,1534,661,127.0619375,37.48140122
23338,1분기,597,9521,3684,4451,6522,1951,127.0582127,37.47664723
23338,2분기,597,9198,3719,4752,6547,1827,127.0582127,37.47664723
23338,3분기,610,9331,3530,4368,5646,2037,127.0582127,37.47664723
23338,4분기,431,9117,3694,5073,5615,1953,127.0582127,37.47664723
23339,1분기,514,9617,4815,7803,11592,3349,127.0540141,37.48075791
23339,2분기,577,9080,4477,7246,10359,3522,127.0540141,37.48075791
23339,3분기,780,8787,4326,7242,11159,3458,127.0540141,37.48075791
23339,4분기,969,15847,6919,9577,12117,3695,127.0540141,37.48075791
23340,1분기,1100,22859,10833,10276,11939,3909,127.0529226,37.48263323
23340,2분기,671,20928,9655,10016,11032,3689,127.0529226,37.48263323
23340,3분기,714,21679,10252,10207,11117,3652,127.0529226,37.48263323
23340,4분기,576,18883,9611,9479,10134,3120,127.0529226,37.48263323
23341,1분기,56,2698,1672,2096,2409,796,127.056812,37.48324015
23341,2분기,51,2568,1403,1966,2256,691,127.056812,37.48324015
23341,3분기,33,2857,1501,2017,2023,623,127.056812,37.48324015
23341,4분기,41,3211,1437,2051,2022,662,127.056812,37.48324015
23342,1분기,607,10706,5784,5794,6733,1372,127.0570883,37.48609979
23342,2분기,472,9191,5225,6648,6439,1302,127.0570883,37.48609979
23342,3분기,555,9899,5301,7240,6637,1365,127.0570883,37.48609979
23342,4분기,504,10306,4742,8218,6092,1138,127.0570883,37.48609979
23343,1분기,359,12166,6251,6630,7786,2445,127.058565,37.48431384
23343,2분기,497,12480,6117,8092,7579,2350,127.058565,37.48431384
23343,3분기,421,14539,6395,9160,7596,2280,127.058565,37.48431384
23343,4분기,472,15656,6951,9342,7373,2135,127.058565,37.48431384
23344,1분기,994,24131,14218,16010,18970,5929,127.0606005,37.48261974
23344,2분기,965,24733,12602,15186,17064,5473,127.0606005,37.48261974
23344,3분기,913,25835,12979,15977,19038,5430,127.0606005,37.48261974
23344,4분기,952,24766,13062,16401,19580,4732,127.0606005,37.48261974
23345,1분기,1044,44276,18914,18360,20683,5567,127.063554,37.48018272
23345,2분기,1127,41301,16872,17923,20467,5315,127.063554,37.48018272
23345,3분기,1209,42723,17617,18347,21292,5380,127.063554,37.48018272
23345,4분기,1214,40779,17320,18456,19781,4975,127.063554,37.48018272
23346,1분기,263,9772,6502,8265,8842,2497,127.0640239,37.48375109
23346,2분기,95,9071,5347,6966,7609,2030,127.0640239,37.48375109
23346,3분기,89,9864,5754,7742,7880,1964,127.0640239,37.48375109
23346,4분기,183,9672,5329,7383,7137,1944,127.0640239,37.48375109
23347,1분기,91,7228,3120,3132,3663,1100,127.0655367,37.4848572
23347,2분기,85,6863,2735,2869,3667,1123,127.0655367,37.4848572
23347,3분기,130,7137,3104,3530,4063,1071,127.0655367,37.4848572
23347,4분기,161,7084,2943,3296,3262,861,127.0655367,37.4848572
23348,1분기,695,5160,3355,4249,8023,4242,127.0659706,37.48524689
23348,2분기,716,5025,3029,4093,8053,4349,127.0659706,37.48524689
23348,3분기,843,5994,3469,4592,8463,4352,127.0659706,37.48524689
23348,4분기,546,5428,3357,4058,7678,3551,127.0659706,37.48524689
23349,1분기,504,2491,2241,2868,5407,3035,127.0682915,37.48430916
23349,2분기,509,3110,2118,2954,5265,3229,127.0682915,37.48430916
23349,3분기,574,3680,2535,3543,5945,3248,127.0682915,37.48430916
23349,4분기,424,3141,2318,3059,4652,2331,127.0682915,37.48430916
23350,1분기,1088,9763,4812,4626,5719,1677,127.0690636,37.48360227
23350,2분기,985,9741,4693,5077,5794,1729,127.0690636,37.48360227
23350,3분기,1007,10104,5168,5305,6068,1776,127.0690636,37.48360227
23350,4분기,842,9735,4743,5263,5669,1645,127.0690636,37.48360227
23351,1분기,1776,11783,8370,10238,19884,11663,127.067276,37.48629897
23351,2분기,1747,13829,7356,11991,17509,10394,127.067276,37.48629897
23351,3분기,1890,16895,9554,14096,18436,10192,127.067276,37.48629897
23351,4분기,1701,17044,8526,13536,17580,8847,127.067276,37.48629897
23352,1분기,2947,24721,17232,24239,50409,27319,127.0661422,37.48849543
23352,2분기,3087,23810,15012,22184,45398,25399,127.0661422,37.48849543
23352,3분기,3229,25749,16629,23749,47424,25172,127.0661422,37.48849543
23352,4분기,2575,24725,16528,24514,45662,22125,127.0661422,37.48849543
23353,1분기,1770,37761,17940,16128,19272,4845,127.0672967,37.48665083
23353,2분기,2096,39328,16132,21581,18936,4787,127.0672967,37.48665083
23353,3분기,2121,42083,18713,25439,19600,4537,127.0672967,37.48665083
23353,4분기,1905,42096,15594,24624,17844,4262,127.0672967,37.48665083
23354,1분기,1850,47697,28046,28027,37215,11184,127.066343,37.48849707
23354,2분기,1823,43442,23227,27346,35842,10133,127.066343,37.48849707
23354,3분기,1976,44336,24925,28990,36215,10083,127.066343,37.48849707
23354,4분기,1662,42628,22862,28420,33482,8482,127.066343,37.48849707
23355,1분기,792,5342,5680,6783,8728,3906,127.0683897,37.48948469
23355,2분기,844,4466,4358,5957,7886,3806,127.0683897,37.48948469
23355,3분기,656,4655,4899,5965,8340,3851,127.0683897,37.48948469
23355,4분기,439,4633,4788,6488,7432,3341,127.0683897,37.48948469
23356,1분기,163,4204,4779,6232,8919,4159,127.0684206,37.48942561
23356,2분기,177,3938,4050,5750,7914,3725,127.0684206,37.48942561
23356,3분기,262,4289,4508,6450,7689,3688,127.0684206,37.48942561
23356,4분기,278,3950,4166,5995,7168,3175,127.0684206,37.48942561
23357,1분기,435,3158,2159,2758,4165,2476,127.0705611,37.49012612
23357,2분기,440,3070,2436,3260,4646,2256,127.0705611,37.49012612
23357,3분기,410,3189,2814,3266,4416,2211,127.0705611,37.49012612
