연도,월,버스정류장ARS번호,역명,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수,X좌표,Y좌표
2020,01,23101,신사중학교,280,4018,3284,3801,4728,1409,127.0204417,37.52299569
2020,01,23101,신사중학교,738,5732,4754,5625,7519,3534,127.0204417,37.52299569
2020,01,23101,신사중학교,85,1972,1513,1708,2188,810,127.0204417,37.52299569
2020,01,23101,신사중학교,222,4988,3141,3487,4446,2239,127.0204417,37.52299569
2020,01,23101,신사중학교,433,2818,2455,3394,3929,1624,127.0204417,37.52299569
2020,01,23101,신사중학교,137,1178,701,1089,2344,1255,127.0204417,37.52299569
2020,01,23101,신사중학교,429,3689,2257,1418,3814,1344,127.0204417,37.52299569
2020,01,23101,신사중학교,97,1921,1956,2792,1823,660,127.0204417,37.52299569
2020,02,23101,신사중학교,274,3624,2548,3093,4097,1086,127.0204417,37.52299569
2020,02,23101,신사중학교,658,5174,4001,4581,6737,2863,127.0204417,37.52299569
2020,02,23101,신사중학교,70,1990,1185,1385,2014,591,127.0204417,37.52299569
2020,02,23101,신사중학교,200,4868,2634,2914,3978,1675,127.0204417,37.52299569
2020,02,23101,신사중학교,357,2671,2015,2567,3419,1353,127.0204417,37.52299569
2020,02,23101,신사중학교,134,1140,694,1069,2105,1065,127.0204417,37.52299569
2020,02,23101,신사중학교,443,3452,1659,1152,2923,1075,127.0204417,37.52299569
2020,02,23101,신사중학교,56,1693,1684,2156,1641,525,127.0204417,37.52299569
2020,03,23101,신사중학교,268,2862,1958,2450,3433,893,127.0204417,37.52299569
2020,03,23101,신사중학교,560,4549,3062,4008,6302,2167,127.0204417,37.52299569
2020,03,23101,신사중학교,75,1588,925,1032,1708,587,127.0204417,37.52299569
2020,03,23101,신사중학교,214,4012,2023,2345,3331,1225,127.0204417,37.52299569
2020,03,23101,신사중학교,310,2185,1659,2166,3017,1048,127.0204417,37.52299569
2020,03,23101,신사중학교,137,956,477,954,1893,930,127.0204417,37.52299569
2020,03,23101,신사중학교,438,2929,1393,888,2560,877,127.0204417,37.52299569
2020,03,23101,신사중학교,57,1570,1199,1782,1350,475,127.0204417,37.52299569
2020,04,23101,신사중학교,238,3082,2083,2755,3733,1008,127.0204417,37.52299569
2020,04,23101,신사중학교,772,4936,3364,4463,6720,2668,127.0204417,37.52299569
2020,04,23101,신사중학교,80,1646,980,1187,1878,643,127.0204417,37.52299569
2020,04,23101,신사중학교,186,4293,2320,2644,3826,1382,127.0204417,37.52299569
2020,04,23101,신사중학교,495,2275,1808,2351,3389,1249,127.0204417,37.52299569
2020,04,23101,신사중학교,145,1138,578,869,2022,967,127.0204417,37.52299569
2020,04,23101,신사중학교,392,3104,1699,1132,2858,965,127.0204417,37.52299569
2020,04,23101,신사중학교,72,1752,1306,2027,1516,522,127.0204417,37.52299569
2020,05,23101,신사중학교,316,3391,2407,3467,4422,1099,127.0204417,37.52299569
2020,05,23101,신사중학교,879,5265,4211,5411,7372,3038,127.0204417,37.52299569
2020,05,23101,신사중학교,90,1755,1157,1483,2130,764,127.0204417,37.52299569
2020,05,23101,신사중학교,209,4612,2645,3002,4169,1682,127.0204417,37.52299569
2020,05,23101,신사중학교,538,2585,2212,3186,3859,1539,127.0204417,37.52299569
2020,05,23101,신사중학교,153,1111,719,1147,2105,1169,127.0204417,37.52299569
2020,05,23101,신사중학교,441,3298,1798,1313,3735,1215,127.0204417,37.52299569
2020,05,23101,신사중학교,132,1750,1768,2598,1726,702,127.0204417,37.52299569
2020,06,23101,신사중학교,334,4131,2607,3300,4889,1277,127.0204417,37.52299569
2020,06,23101,신사중학교,881,5494,4123,5271,7999,3324,127.0204417,37.52299569
2020,06,23101,신사중학교,66,2218,1334,1467,2355,773,127.0204417,37.52299569
2020,06,23101,신사중학교,247,5399,2725,3152,4525,1939,127.0204417,37.52299569
2020,06,23101,신사중학교,588,3077,2235,3106,3900,1767,127.0204417,37.52299569
2020,06,23101,신사중학교,185,1291,697,1240,2219,1242,127.0204417,37.52299569
2020,06,23101,신사중학교,420,3875,1704,1285,3772,1382,127.0204417,37.52299569
2020,06,23101,신사중학교,174,2301,1908,2479,1571,721,127.0204417,37.52299569
2020,07,23101,신사중학교,285,4464,2992,3828,4907,1417,127.0204417,37.52299569
2020,07,23101,신사중학교,1028,5892,4740,6021,8721,3814,127.0204417,37.52299569
2020,07,23101,신사중학교,98,2168,1395,1788,2445,971,127.0204417,37.52299569
2020,07,23101,신사중학교,278,5382,3227,3701,5107,2086,127.0204417,37.52299569
2020,07,23101,신사중학교,670,3243,2398,3015,4246,1932,127.0204417,37.52299569
2020,07,23101,신사중학교,165,1461,842,1187,2409,1463,127.0204417,37.52299569
2020,07,23101,신사중학교,496,3978,1769,1445,3958,1445,127.0204417,37.52299569
2020,07,23101,신사중학교,201,2363,2012,2600,1673,864,127.0204417,37.52299569
2020,08,23101,신사중학교,250,3647,2420,2810,3735,988,127.0204417,37.52299569
2020,08,23101,신사중학교,728,4788,3784,4247,6415,2592,127.0204417,37.52299569
2020,08,23101,신사중학교,80,1859,1156,1289,1911,657,127.0204417,37.52299569
2020,08,23101,신사중학교,224,4338,2628,2709,3937,1584,127.0204417,37.52299569
2020,08,23101,신사중학교,518,2713,1974,2434,3279,1352,127.0204417,37.52299569
2020,08,23101,신사중학교,150,1208,725,999,1905,1188,127.0204417,37.52299569
2020,08,23101,신사중학교,433,3288,1503,1089,2961,1144,127.0204417,37.52299569
2020,08,23101,신사중학교,95,1823,1622,2013,1642,642,127.0204417,37.52299569
2020,09,23101,신사중학교,295,3193,2310,2805,3699,913,127.0204417,37.52299569
2020,09,23101,신사중학교,548,4560,3779,4515,6267,2310,127.0204417,37.52299569
2020,09,23101,신사중학교,67,1588,965,1170,1679,611,127.0204417,37.52299569
2020,09,23101,신사중학교,205,4250,2260,2626,3578,1378,127.0204417,37.52299569
2020,09,23101,신사중학교,279,2514,1832,2343,3034,1312,127.0204417,37.52299569
2020,09,23101,신사중학교,152,1005,606,927,1788,1049,127.0204417,37.52299569
2020,09,23101,신사중학교,432,3208,1400,939,2702,909,127.0204417,37.52299569
2020,09,23101,신사중학교,79,1747,1416,2087,1376,500,127.0204417,37.52299569
2020,10,23101,신사중학교,335,3795,2887,3557,4358,1091,127.0204417,37.52299569
2020,10,23101,신사중학교,780,5235,5075,6132,7658,2939,127.0204417,37.52299569
2020,10,23101,신사중학교,58,2012,1142,1443,1988,585,127.0204417,37.52299569
2020,10,23101,신사중학교,202,4871,2846,3151,4222,1711,127.0204417,37.52299569
2020,10,23101,신사중학교,540,2880,2243,3010,3811,1451,127.0204417,37.52299569
2020,10,23101,신사중학교,164,1212,761,1201,1968,1072,127.0204417,37.52299569
2020,10,23101,신사중학교,399,3575,1640,1352,3505,1154,127.0204417,37.52299569
2020,10,23101,신사중학교,122,2029,1703,2475,1474,653,127.0204417,37.52299569
2020,11,23101,신사중학교,321,3877,2970,3463,4333,1106,127.0204417,37.52299569
2020,11,23101,신사중학교,647,5634,4926,5859,7668,2999,127.0204417,37.52299569
2020,11,23101,신사중학교,70,2059,1157,1416,2101,565,127.0204417,37.52299569
2020,11,23101,신사중학교,199,5332,2850,3106,4129,1646,127.0204417,37.52299569
2020,11,23101,신사중학교,438,2949,2245,3334,3689,1312,127.0204417,37.52299569
2020,11,23101,신사중학교,147,1256,795,1085,1976,996,127.0204417,37.52299569
2020,11,23101,신사중학교,378,3435,1566,1190,3575,1074,127.0204417,37.52299569
2020,11,23101,신사중학교,123,2115,1817,2343,1488,605,127.0204417,37.52299569
2020,12,23101,신사중학교,225,3107,2168,2698,3050,607,127.0204417,37.52299569
2020,12,23101,신사중학교,303,4426,3809,4216,5274,1641,127.0204417,37.52299569
2020,12,23101,신사중학교,66,1561,953,1004,1337,292,127.0204417,37.52299569
2020,12,23101,신사중학교,185,4286,2270,2337,2946,874,127.0204417,37.52299569
2020,12,23101,신사중학교,126,2396,1805,2153,2387,737,127.0204417,37.52299569
2020,12,23101,신사중학교,125,1032,660,805,1545,586,127.0204417,37.52299569
2020,12,23101,신사중학교,401,2796,1363,883,2221,646,127.0204417,37.52299569
2020,12,23101,신사중학교,23,1547,1367,1748,1059,320,127.0204417,37.52299569
2020,01,23102,신사중학교,238,1776,1846,3007,5193,2725,127.0210868,37.52348668
2020,01,23102,신사중학교,347,4840,3605,4816,6616,3083,127.0210868,37.52348668
2020,01,23102,신사중학교,61,1104,964,1301,2482,828,127.0210868,37.52348668
2020,01,23102,신사중학교,128,2223,1803,2441,4053,1748,127.0210868,37.52348668
2020,01,23102,신사중학교,260,1794,1834,2658,4612,2262,127.0210868,37.52348668
2020,01,23102,신사중학교,341,1186,1461,2356,3332,1650,127.0210868,37.52348668
2020,01,23102,신사중학교,184,952,940,1039,3761,2039,127.0210868,37.52348668
2020,01,23102,신사중학교,145,2156,1248,1980,3687,1277,127.0210868,37.52348668
2020,02,23102,신사중학교,165,1613,1510,2353,4239,2156,127.0210868,37.52348668
2020,02,23102,신사중학교,345,4133,2906,3727,5911,2671,127.0210868,37.52348668
2020,02,23102,신사중학교,47,1099,778,1219,1983,701,127.0210868,37.52348668
2020,02,23102,신사중학교,116,2139,1549,1901,3532,1501,127.0210868,37.52348668
2020,02,23102,신사중학교,240,1705,1443,2162,3754,1890,127.0210868,37.52348668
2020,02,23102,신사중학교,231,1079,1180,2055,2791,1208,127.0210868,37.52348668
2020,02,23102,신사중학교,137,879,706,927,3431,1756,127.0210868,37.52348668
2020,02,23102,신사중학교,121,1889,998,1580,3019,977,127.0210868,37.52348668
2020,03,23102,신사중학교,132,1321,1047,1893,3586,1610,127.0210868,37.52348668
2020,03,23102,신사중학교,262,3490,2307,3177,4909,2152,127.0210868,37.52348668
2020,03,23102,신사중학교,69,860,661,985,1764,601,127.0210868,37.52348668
2020,03,23102,신사중학교,92,1681,1177,1684,3127,1244,127.0210868,37.52348668
2020,03,23102,신사중학교,235,1297,1049,1691,3257,1484,127.0210868,37.52348668
2020,03,23102,신사중학교,200,978,879,1749,2791,891,127.0210868,37.52348668
2020,03,23102,신사중학교,146,751,555,545,2925,1518,127.0210868,37.52348668
2020,03,23102,신사중학교,106,1521,757,1303,2617,887,127.0210868,37.52348668
2020,04,23102,신사중학교,193,1371,1183,2060,4029,1864,127.0210868,37.52348668
2020,04,23102,신사중학교,239,3808,2397,3524,5455,2511,127.0210868,37.52348668
2020,04,23102,신사중학교,58,914,673,1141,1903,668,127.0210868,37.52348668
2020,04,23102,신사중학교,96,1843,1163,1781,3576,1330,127.0210868,37.52348668
2020,04,23102,신사중학교,255,1276,1192,1873,3688,1554,127.0210868,37.52348668
2020,04,23102,신사중학교,254,919,851,1966,2828,1089,127.0210868,37.52348668
2020,04,23102,신사중학교,143,692,698,631,3251,1662,127.0210868,37.52348668
2020,04,23102,신사중학교,125,1619,880,1537,2951,981,127.0210868,37.52348668
2020,05,23102,신사중학교,210,1369,1339,2635,4284,2296,127.0210868,37.52348668
2020,05,23102,신사중학교,297,4004,2920,4174,6043,3282,127.0210868,37.52348668
2020,05,23102,신사중학교,54,978,800,1332,2140,903,127.0210868,37.52348668
2020,05,23102,신사중학교,105,1961,1467,2094,3939,1877,127.0210868,37.52348668
2020,05,23102,신사중학교,294,1469,1426,2464,4208,2032,127.0210868,37.52348668
2020,05,23102,신사중학교,417,948,1258,2222,3179,1567,127.0210868,37.52348668
2020,05,23102,신사중학교,140,755,698,1092,3833,1792,127.0210868,37.52348668
2020,05,23102,신사중학교,175,1706,1169,1872,3380,1235,127.0210868,37.52348668
2020,06,23102,신사중학교,206,1628,1481,3003,4890,2550,127.0210868,37.52348668
2020,06,23102,신사중학교,377,4361,2923,4086,6432,3747,127.0210868,37.52348668
2020,06,23102,신사중학교,51,1232,790,1432,2381,873,127.0210868,37.52348668
2020,06,23102,신사중학교,161,2082,1575,2252,4188,2168,127.0210868,37.52348668
2020,06,23102,신사중학교,330,1677,1525,2780,4514,2175,127.0210868,37.52348668
2020,06,23102,신사중학교,405,1172,1371,2287,3491,1667,127.0210868,37.52348668
2020,06,23102,신사중학교,162,933,822,1150,4067,2139,127.0210868,37.52348668
2020,06,23102,신사중학교,199,1990,1278,1998,3735,1429,127.0210868,37.52348668
2020,07,23102,신사중학교,242,1652,1519,3313,5208,2964,127.0210868,37.52348668
2020,07,23102,신사중학교,385,4562,3514,4691,7161,4149,127.0210868,37.52348668
2020,07,23102,신사중학교,58,1212,894,1529,2650,959,127.0210868,37.52348668
2020,07,23102,신사중학교,187,2375,1624,2578,4297,2402,127.0210868,37.52348668
2020,07,23102,신사중학교,328,1795,1628,3023,4682,2638,127.0210868,37.52348668
2020,07,23102,신사중학교,554,1238,1472,2403,3475,2178,127.0210868,37.52348668
2020,07,23102,신사중학교,141,856,776,1304,4158,2163,127.0210868,37.52348668
2020,07,23102,신사중학교,239,2321,1402,2220,4250,1664,127.0210868,37.52348668
2020,08,23102,신사중학교,161,1600,1480,2383,4022,2171,127.0210868,37.52348668
2020,08,23102,신사중학교,264,3675,2732,3332,5406,2971,127.0210868,37.52348668
2020,08,23102,신사중학교,54,1061,761,1214,1892,767,127.0210868,37.52348668
2020,08,23102,신사중학교,109,1852,1445,1970,3184,1523,127.0210868,37.52348668
2020,08,23102,신사중학교,280,1490,1473,2247,3725,1851,127.0210868,37.52348668
2020,08,23102,신사중학교,342,1028,1307,1826,2749,1294,127.0210868,37.52348668
2020,08,23102,신사중학교,138,808,765,880,3329,1882,127.0210868,37.52348668
2020,08,23102,신사중학교,203,1918,1248,1595,3010,1076,127.0210868,37.52348668
2020,09,23102,신사중학교,113,1406,1242,2347,3802,1786,127.0210868,37.52348668
2020,09,23102,신사중학교,257,3500,2729,3567,5462,2518,127.0210868,37.52348668
2020,09,23102,신사중학교,52,896,605,1057,1702,697,127.0210868,37.52348668
2020,09,23102,신사중학교,93,1715,1217,1971,2963,1517,127.0210868,37.52348668
2020,09,23102,신사중학교,246,1387,1345,2229,3544,1563,127.0210868,37.52348668
2020,09,23102,신사중학교,234,853,1124,1943,2635,1255,127.0210868,37.52348668
2020,09,23102,신사중학교,132,716,672,944,3498,1483,127.0210868,37.52348668
2020,09,23102,신사중학교,179,1584,1014,1569,2687,999,127.0210868,37.52348668
2020,10,23102,신사중학교,230,1560,1609,3044,4565,2431,127.0210868,37.52348668
2020,10,23102,신사중학교,259,3988,3798,4861,6638,3226,127.0210868,37.52348668
2020,10,23102,신사중학교,56,1032,790,1363,1980,698,127.0210868,37.52348668
2020,10,23102,신사중학교,116,1908,1509,2262,3706,1501,127.0210868,37.52348668
2020,10,23102,신사중학교,302,1579,1609,2776,3888,2040,127.0210868,37.52348668
2020,10,23102,신사중학교,435,956,1430,2459,3106,1388,127.0210868,37.52348668
2020,10,23102,신사중학교,165,806,850,1123,3921,2027,127.0210868,37.52348668
2020,10,23102,신사중학교,196,1901,1268,2043,3620,1086,127.0210868,37.52348668
2020,11,23102,신사중학교,161,1704,1636,3091,4401,2451,127.0210868,37.52348668
2020,11,23102,신사중학교,283,4130,3626,4996,6529,3162,127.0210868,37.52348668
2020,11,23102,신사중학교,59,1001,811,1295,1998,664,127.0210868,37.52348668
2020,11,23102,신사중학교,128,1973,1531,2356,3645,1570,127.0210868,37.52348668
2020,11,23102,신사중학교,353,1673,1703,2977,4092,1921,127.0210868,37.52348668
2020,11,23102,신사중학교,341,1166,1272,2386,2987,1554,127.0210868,37.52348668
2020,11,23102,신사중학교,139,818,823,1105,3841,1599,127.0210868,37.52348668
2020,11,23102,신사중학교,205,1921,1429,1994,3353,973,127.0210868,37.52348668
2020,12,23102,신사중학교,46,1452,1507,2234,3568,1291,127.0210868,37.52348668
2020,12,23102,신사중학교,282,3318,2861,3485,4811,1643,127.0210868,37.52348668
2020,12,23102,신사중학교,51,882,674,833,1330,443,127.0210868,37.52348668
2020,12,23102,신사중학교,22,1563,1312,1655,2438,792,127.0210868,37.52348668
2020,12,23102,신사중학교,151,1481,1436,1757,3064,1040,127.0210868,37.52348668
2020,12,23102,신사중학교,92,898,1170,1858,2056,1092,127.0210868,37.52348668
2020,12,23102,신사중학교,174,852,734,793,2977,841,127.0210868,37.52348668
2020,12,23102,신사중학교,123,1397,967,1377,2206,526,127.0210868,37.52348668
2020,01,23103,광림교회.현대고등학교,304,3037,2519,3078,3419,1044,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,427,2857,2290,2774,3169,1565,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,98,1034,913,1193,1260,484,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,190,2715,2223,2677,2910,1318,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,297,2039,1703,2328,2511,1235,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,179,676,645,1206,2272,1289,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,387,2366,1372,1111,2562,985,127.0251671,37.52550414
2020,01,23103,광림교회.현대고등학교,86,1222,1388,1950,1132,457,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,314,2690,2074,2481,2816,809,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,405,2451,2042,2259,2752,1218,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,57,1063,737,941,1007,357,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,150,2455,2011,2312,2417,1103,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,245,1773,1466,2032,2139,904,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,127,544,602,1108,2126,1093,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,336,2048,1095,831,1987,755,127.0251671,37.52550414
2020,02,23103,광림교회.현대고등학교,62,1028,1218,1547,893,335,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,323,1983,1575,1789,2363,647,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,315,2162,1682,2104,2372,962,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,49,821,555,678,833,327,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,168,2025,1589,1780,2052,750,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,198,1487,1168,1569,1852,710,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,125,454,442,1042,1992,886,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,377,1652,968,657,1649,575,127.0251671,37.52550414
2020,03,23103,광림교회.현대고등학교,51,897,866,1228,802,301,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,317,2195,1674,2060,2705,725,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,363,2405,1930,2287,2680,1247,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,53,780,684,750,1036,376,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,131,2095,1634,1950,2285,938,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,300,1501,1227,1798,2097,840,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,137,531,526,1010,2019,959,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,313,1678,1074,801,2013,698,127.0251671,37.52550414
2020,04,23103,광림교회.현대고등학교,84,1063,928,1464,970,370,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,354,2514,1883,2548,3218,859,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,380,2536,2031,2569,2992,1376,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,61,1012,690,958,1161,429,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,142,2297,2027,2203,2473,970,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,359,1748,1473,2263,2405,1028,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,142,535,533,1141,2033,1192,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,356,2018,1083,893,2345,905,127.0251671,37.52550414
2020,05,23103,광림교회.현대고등학교,108,1153,1102,1730,1028,394,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,405,3190,2113,2746,3355,959,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,517,2730,2227,2639,3266,1578,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,65,1155,822,1014,1134,404,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,208,2532,1980,2376,2582,1029,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,418,2116,1500,2273,2457,1166,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,192,591,560,1235,2272,1295,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,391,2424,1145,895,2548,862,127.0251671,37.52550414
2020,06,23103,광림교회.현대고등학교,174,1482,1243,1732,987,515,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,380,3266,2338,3159,3581,1106,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,561,2690,2211,2862,3485,1681,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,67,1284,786,1216,1303,560,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,166,2924,2268,2660,2897,1349,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,463,2157,1660,2367,2703,1328,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,186,577,592,1254,2337,1402,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,401,2382,1177,1013,2563,933,127.0251671,37.52550414
2020,07,23103,광림교회.현대고등학교,204,1526,1458,1883,937,525,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,336,2747,1991,2271,2786,813,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,404,2409,2025,2237,2753,1213,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,69,1057,742,844,978,410,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,134,2392,1917,2104,2459,954,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,325,1785,1487,1783,2033,1022,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,150,518,601,936,1905,1064,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,401,2037,1110,884,2044,744,127.0251671,37.52550414
2020,08,23103,광림교회.현대고등학교,86,1176,1278,1466,931,405,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,303,2491,1808,2257,2534,709,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,352,2284,1862,2405,2589,1165,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,48,960,602,782,863,398,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,127,2311,1723,1896,2060,711,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,249,1729,1238,1742,1894,973,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,103,464,506,1002,1799,982,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,372,1807,1012,713,1873,616,127.0251671,37.52550414
2020,09,23103,광림교회.현대고등학교,72,1201,1017,1351,776,358,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,340,2906,2254,2815,2910,819,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,430,2358,2203,2751,3060,1412,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,48,997,708,1009,1130,408,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,121,2474,1925,2246,2368,1017,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,380,1951,1480,2172,2240,1074,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,135,452,570,1042,1861,1126,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,337,1987,1152,904,2331,790,127.0251671,37.52550414
2020,10,23103,광림교회.현대고등학교,101,1306,1301,1804,869,454,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,351,2717,2112,2702,2733,816,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,386,2511,2094,2761,3033,1407,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,61,1054,626,958,1021,420,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,127,2533,1885,2235,2309,1039,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,376,1892,1455,2241,2215,967,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,120,451,530,1063,1942,1051,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,341,2011,1161,811,2174,743,127.0251671,37.52550414
2020,11,23103,광림교회.현대고등학교,87,1347,1317,1737,823,413,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,270,2209,1726,2026,1880,448,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,169,2180,1825,2164,2139,746,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,42,909,613,658,762,249,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,92,2224,1728,1876,1736,461,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,111,1482,1290,1511,1398,599,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,77,425,448,775,1688,641,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,303,1808,988,703,1487,460,127.0251671,37.52550414
2020,12,23103,광림교회.현대고등학교,25,899,1037,1311,611,242,127.0251671,37.52550414
2020,01,23104,광림교회.현대고등학교,172,1847,2049,3070,4507,2055,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,464,2745,2617,2961,3821,1653,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,48,834,734,937,1679,545,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,99,1601,1718,2220,3140,1126,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,217,1501,1679,2316,3086,1320,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,226,892,1360,1783,2190,1068,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,174,952,888,1077,2793,1176,127.024444,37.5252724
2020,01,23104,광림교회.현대고등학교,151,1199,1094,1639,2806,823,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,127,1559,1671,2488,3621,1636,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,480,2395,1968,2527,3542,1372,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,40,755,626,829,1330,406,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,87,1367,1537,1703,2546,876,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,265,1379,1393,1747,2393,975,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,207,830,1154,1690,1822,700,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,125,806,679,783,2345,1051,127.024444,37.5252724
2020,02,23104,광림교회.현대고등학교,122,986,899,1359,2250,586,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,101,1264,1163,1799,3090,1110,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,390,1892,1692,2244,3114,1033,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,66,639,499,651,1049,309,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,47,1128,1132,1459,2186,608,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,223,1007,1044,1341,2032,783,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,135,683,802,1401,1560,548,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,118,701,513,531,1997,778,127.024444,37.5252724
2020,03,23104,광림교회.현대고등학교,125,879,691,996,1707,405,127.024444,37.5252724
2020,04,23104,광림교회.현대고등학교,153,1409,1418,1933,3336,1290,127.024444,37.5252724
2020,04,23104,광림교회.현대고등학교,395,2049,1835,2500,3242,1195,127.024444,37.5252724
